,Date,Place,Address,City,State,County,Neighborhood,category,Note ,Score,anything special,alcohol,smoking,eat in,bathroom,parking,cash only,sizes,cost,roll,who's,roll s,meat ,meat s,cheese,cheese s,extras,extras s,overall,overall s,SCORE,Unnamed: 31,Instagram,YouTube,location,geo,latitude,longitude
277,6/8/2019,Angelo's Pizzeria,736 S 9th St,Philadelphia,PA,Philadelphia County,south philly,pizza shop,"Angelo’s on 9th. I finally get to taste what all the hubba is about!! All of the accolades are well deserved!! Great roll!! Great cheesesteak!!  I'm a suburb kid, outside seating on a loud city street is still new to me.",92,sarcone sesame roll,no,no,no,no,no,no,1 (?) ,$12.00,love the roll love the roll,sarcone,20,"very good meat, needed more especially at $12",18,"good cheese, kind of got lost in the awesomeness of everything else",18,mushrooms and onions were a perfect compliment!!,19,"can an old man get an indoor seat, bathroom and quiet",17,92,,,,"736 S 9th St, Philadelphia PA","736 South 9th Street, Perkasie, Pennsylvania 18944, United States",40.368897,-75.307874
278,6/9/2019,Gus's Pizzeria & Texas Wieners,54 S Broadway,Pennsville,NJ,Salem County,,pizza shop,Bravo Zulu Pennsville!! When someone who grew up in Pennsville says they like Italian Kitchen but try Gus’s. You gotta try Gus’s!! I did and I am glad I did!! They made it on Garlic Bread for me. It was big. It was juicy. It was flavorful. It was very good.,91,they\ll make garlic bread for you,no,no,yes,yes,yes,no,1 (?),$11.00,"love the roll, nice crust, feels great in my hand",IDK,19,"great meat, great seasoning, great amount, a pleasure to eat",19,"good cheese, kind of got lost",17,"lots of lettuce, everything else okay",17,"made me garlic bread, helpful, clean, parking, plenty of seats and bathroom",19,91,,,,"54 S Broadway, Pennsville NJ","54 South Broadway, Pennsville, New Jersey 08070, United States",39.652455,-75.52041
279,6/15/2019,Hash House a Go Go,400 route 38,Moorestown,NJ,Burlington County,,restaurant,"FOOD ENVY!! Here we go again. Great place, everyone having a great time with big plates of food in front of them and I get the cheesesteak. Selfie machine when you walk in and everyone was great. The cheesesteak was good and had a great flavor. What ruined the night was when I went to the bathroom (fun decor) and passed a guy with a plate of meatloaf. The meatloaf was piled high and I knew that meatloaf was packed with flavor. Sorry cheesesteak, you were good but you were surrounded by greatness.",86,,yes,no,yes,yes,yes,no,1,$14.50,"standard, cheese blew out bottom",IDK,15,tasty,18,menu said globs and it came with globs but they were globbed on bottom,16,caramelized onions were excellent,18,fun place,19,86,,,,"400 route 38, Moorestown NJ","400 Rt 38, Moorestown, New Jersey 08057, United States",39.942991,-74.963198
280,6/16/2019,George's Sandwich Shop,900 S 9th St,Philadelphia,PA,Philadelphia County,south philly,sandwich shop,"Provolone and Broccoli Rabe aren’t just for Roast Pork anymore Dorothy!! George’s in the Italian Market!! I am glad I ended up near the Italian Market near lunch time!! I am glad I went rogue!! I am glad I listen to my mash up mentor J Cohl!! Sarcone Roll, Provolone, Broccoli Rabe and red Sauce for dipping!! Oh yes I did!! I dipped it!!",89,sarcone roll,no,no,6 stools,IDK,no,no,1,$9.00,awesomeness,sarcones,19,"tasty meat, good for the city",17,"provolone, lots of provolone, i may be in love with provolone",18,broccoli rabe and dipping sauce.  love my provolone but it needs a little loosening,17,quiet monday in the Italian Market.  good size for city pricing.  young man was nice as could be.  very nice experience.,18,89,,,,"900 S 9th St, Philadelphia PA","900 S 9th St, Philadelphia, Pennsylvania 19147, United States",39.93871,-75.15804
281,6/20/2019,Tavern 52,329 Kennett Pike,Mendenhall,PA,chester county,,bar/restaraunt,This Cheesesteak had all of the ingredients to be a great cheesesteak but none of the love. Nothing was chopped together. It is almost worse knowing it could be great.,79,,yes,no,yes,yes,yes,no,1,$10ish,standard,IDK,15,"standard, decent amount and flavor",16,lots of provolone but not mixed in,16,house sauce was very tastey but not mixed in,16,"nice place, sports decor",16,79,,,,"329 Kennett Pike, Mendenhall PA","329 Kennett Pike, Chadds Ford, Pennsylvania 19317, United States",39.85329,-75.640602
282,6/21/2019,Yellow Submarine,710 N Fork Landing Rd,Maple Shade Twp,NJ,Burlington County,,sandwich shop,I think the yellow submarine had the screen doors in because we sank. I heard great things about this place and was really hoping for a great cheesesteak. As soon as I picked it up the back of the roll blew out and it was down hill (ocean) from there. The one thing about this cheesesteak was it had an amazing taste. It needs more and better of everything else but it did have an amazing taste.,84,,no,no,2 tables,IDK,yes,no,3,"10"" $9","blew out, blew out",IDK,15,needed much more but great taste,18,"good amount of cheese, very good melt",17,tomatoes were terrible,16,"broke my heart, got a lot of taste points",18,84,,,,"710 N Fork Landing Rd, Maple Shade Twp NJ","Fork Landing Road, Pennsauken, New Jersey 08109, United States",39.966036,-75.021616
283,6/22/2019,Falone's Glenolden,49 N Chester Pike,Glenolden,PA,Delaware County,,sandwich shop,Joe Falone has great meat!! Not talking about the running pics on Facebook. I’m talking about the fresh sliced meat his family has been serving on their cheesesteaks since 1952. This is one of the cheesesteaks that doesn’t need the extras. Yes Tom I am talking about the lettuce and tomato. Great meat! I wish it was on a less bready roll and the cheese was melted in better.,87,,yes - maybe take out only,no,yes,yes,no,no,IDK,$9.76,"good, but to big for this meat.  meat is the star",IDK,16,fresh and awesome.  great taste.,19,needed more?  needed to be melted better.  meat is great so needs to be better compliment,16,"plenty of mushrooms and fried onions, very nice compliment to meat",18,"open ealry on Saturday morning, Joe there working his magic.",18,87,,,,"49 N Chester Pike, Glenolden PA","49 Chester Pike, Glenolden, Pennsylvania 19036, United States",39.901515,-75.286449
284,6/24/2019,Chey's Kichen,132 S 17th St,Philadelphia,PA,Philadelphia County,center city,sandwich shop,"Chey’s Kitchen, Center City, Philly. My favorite thing about Chey’s is Kurt the owner-operator putting his 27 years culinary skills and love into everything that goes across his counter. Next time I am at Chey’s I will be getting something with sauce (Kurt made 6 hr slow cooked), cole slaw (looking at it you can see Kurt’s love), Mushrooms (too die for) and a smoothie.",85,,no,no,yes,yes,no,no,1 (?) ,$11ish,Good roll,Liscio's,17,"good meat, decent amount,",16,"good cheese, could have been more and better melt",16,mushrooms were to die for!!  mushrooms were to die for!!,18,kurt's is working his tail off!,18,85,,,,"132 S 17th St, Philadelphia PA","132 South 17th Street, Philadelphia, Pennsylvania 19103, United States",39.950466,-75.169214
285,6/26/2019,Annamarie's Place,347 Main St,Royersford,PA,Montgomery County,,coffee shop,"I smelled this beauty before I saw her. You gotta love it when the menu says (paraphrasing), “If you want it and we can make it, we will.” After some collaboration and three trips (by the nice young woman that was helping me) to the grillman I ended of with this gem. A cheesesteak on garlic bread (my request) and sweet peppers and some other wonderful culinary delights that were added at the grillman’s discretion. This was a beautiful woman wearing elegant perfume and when I picked her up…………...PS Throne toilet, same in woman’s bathroom. Yes, a woman and I were discussing the toilets by the community sink.",86,special orders encouraged,no,no,yes,yes,no,no,1,$10ish,"good roll made it a garlic bread for me, small",IDK,17,"good meat, a little dry on top",16,"decent cheese, needed better melt",16,"sweet peppers, mushrooms, other delights, great compliment",18,great hometown eatery.  I am pretty sure everyone there eats there 3 times a week.,19,86,,,,"347 Main St, Royersford PA","347 Main St, Royersford, Pennsylvania 19468, United States",40.18458,-75.54006
286,6/27/2019,Hoagie Haven,242 Nassau St,Princeton,NJ,Mercer County,,sandwich shop,"I think the problem with this cheesesteak is obvious. No Meat. Okay very little meat. The good news is you get a very good toasted long roll with tasty big pieces of fried onions. We went with the Hoagie Haven special sauce and it was very good. I liken it to a spicy Russian dressing. I was pleasantly surprised they didn’t kill me with a big price, $9",82,hoagie haven sauce,no,no,yes,yes,no,no,2 (?),$9 large,toasted and long,IDK,18,almost none,14,don't remember cheese,14,"awesome, big pieces of fried onion",18,"sauce was awesome, $9",18,82,,,,"242 Nassau St, Princeton NJ","242 Nassau Street, Princeton, New Jersey 08542, United States",40.352165,-74.65184
287,6/30/2019,G Knows Cheesesteaks,1310 Forest Ave,Staten Island,NY,Richmond County,,sandwich shop,"G knows Cheesesteaks!  G knows options to put on your cheesesteak.  there was a whole menu board dedeicated to different options, additions and variations to your cheesesteak.  Each had a dollar value.  I was so overwhelmed with options I missed the neon 'Home of Pretzel Roll' sign.  It was (I think) $3 so I wouldn't had gotten it anyway.  G knows Cheesesteaks!",89,,IDK,no,yes,don't think so,4 spots,no,1,$11 for special,very very very good roll/ almost excellent,IDK,19,good meat but needed more.  'more' $3(?) option,17,"nice cheese, melted on top, needed better melt and prob more",17,awesomeness,18,love the Philly shout outs in NY.  Sly's pic on the wall.  i think G was there making sure everything was running smoothly.  didn't like $11.,18,89,,,,"1310 Forest Ave, Staten Island NY","1310 Forest Avenue, Staten Island, New York 10302, United States",40.626114,-74.133696
288,7/1/2019,Ten Stone,2063 South St,Philadelphia,PA,Philadelphia County,center city,bar/restaraunt,"This is the Cheesesteak of the Sixers!! The roll is bakery quality and would be great by itself. Filet Mignon. Yes, Filet Mignon. Nice cubes of Filet Mignon. Great amount of cheese, decent melt. Unfortunately they do not work together. The individual pieces and the 1st couple bites were very good, but, eating it became cumbersome and bready. The roll was too big. The cheese needed to be a sauce because the Cheesesteak was a little dry. I would have liked it served on a plate with bread on side so I could control meat/bread ratio throughout entire meal.  Nice place, bartender was awesome, plenty of beer choices and the cheesesteak came with French fries.  ",87,,yes,no,yes,yes,no,no,1,"$15, came with fries",awesome,IDK,19,Filet Mignon,18,"very good amount, decent melt",18,i would have loved caramelized onions and mushrooms,15,"Nice place, bartender was awesome, plenty of beer choices and the cheesesteak came with French fries.  I guess for the city they didn't kill you on beer prices",17,87,,,,"2063 South St, Philadelphia PA","2063 South Street, Philadelphia, Pennsylvania 19146, United States",39.945221,-75.176799
289,7/4/2019,Tony G's South Philly Style Pub,1991 W Main St,Jeffersonville,PA,Montgomery County,,bar/restaraunt,"Very good cheesesteak, Yuengling, Phillies fans, $13. I have very very very strong feelings for Tony G’s. I went with the Tony G special, peppers, fried onions, mushrooms, provolone and Tony sauce. I am starting to love provolone but I think it needs a sauce to loosen it up. Very good cheesesteak, very good place but it does allow smoking.",90,,yes,yes,yes,yes,yes,no,1,$13 included yuengling draft,"seeded, soft, held up great",IDK,19,"good, wish it was a little better",17,provolone could be my new everyday cheese,18,"went with Tony G special, great extras including Tony sauce",18,"I love the decor but smoking is allowed, IDK what to do with that.",18,90,,,,"1991 W Main St, Jeffersonville PA","1991 West Main Street, Norristown, Pennsylvania 19403, United States",40.132809,-75.378093
290,7/6/2019,Sleepy Hollow Delly,23 E Springfield Rd,Springfield,PA,Delaware County,,sandwich shop,Good day to be the cheesesteak guy.  Great little place.  Unfortunately the cheesesteak was the weak link.  Great family run business with Grandma and dad pics on the wall.  They support other local business' ie. Fireman donuts.  which were good and made by a fireman.  Lettuce and Tomato may have ruined this cheesesteak.  The meat needed to be on this big bready roll and not on top of the lettuce and Tomato.  Overall it was a great experience.,88,,"yes, beer",no,yes,yes,2 spots maybe,no,IDK,$9.00,big bready roll,IDK,17,"good meat, good amount, decent tasty, texture",18,good amount of cheese and good melt,17,nice extras could have used a few more,17,Sleepy Hollow Delly was a pleasure.  CS needs a little help.,19,88,,,,"23 E Springfield Rd, Springfield PA","23 East Springfield Road, Springfield, Pennsylvania 19064, United States",39.933949,-75.328784
